0,43
30,71
60,99
90,127
120,154
150,160
180,166
210,171
240,177
270,182
300,188
330,193
360,199
390,204
420,210
450,216
480,221
510,227
540,232
570,235
600,238
630,241
660,243
690,243
720,243
750,243
780,243
810,243
840,243
