943,435
0,0
30,76
48,90
49,91
50,92
51,93
52,95
53,96
54,97
55,98
56,99
57,100
69,120
85,150
107,175
142,190
154,200
185,220
219,240
254,260
308,290
339,310
373,330
415,350
545,370
612,380
655,390
698,400
782,410
815,420
897,430
943,435
1010,400
1050,375
1060,350
